,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50
cell_47,-5.345995,0.9320907,-6.057846,-8.2762575,-4.351755,-15.275262,-3.6444998,-2.796862,-3.1956477,1.4093579,-7.958589,-24.36241,9.007343,6.9975,-16.231262,2.3881555,5.445217,-17.58276,6.8446264,22.4934,0.6866222,-1.6845632,-11.089492,26.436085,-11.1338415,-8.254911,20.82586,-20.349049,-0.28776994,-16.624062,-14.2515,-2.487093,15.736767,5.6813526,13.10772,11.900449,-3.1602623,-7.111992,19.153784,-8.21211,-18.524067,10.970777,-4.0482464,-24.71256,-17.098282,7.44048,6.1000643,-2.211222,-6.953563,-11.682848
cell_48,-4.112018,-3.317433,-11.304077,-6.3765855,7.7170653,-9.2718115,-9.528674,-3.8764813,2.729796,2.439237,-3.1660452,-26.579578,7.354206,9.800836,-12.723628,4.254371,1.0950937,-11.494042,-0.37395453,20.595371,1.8707376,-5.123201,-24.379158,21.098515,-7.7649393,-8.876176,19.63678,-22.038914,1.7515197,-7.3499293,-10.822474,-0.53829265,11.891332,10.566539,15.48913,13.47423,-0.62244976,1.2600784,22.438097,-10.313882,-16.660011,11.453009,-12.5107565,-26.407742,-16.856739,16.100222,1.987152,-3.1219487,-15.587401,-6.818287
cell_49,-4.681919,-6.8424063,-10.728206,-1.7643259,1.8297698,-3.369974,-6.5767965,-6.774724,3.9594054,-0.48865935,-5.21696,-21.056456,10.341363,16.678797,-15.387615,2.4342296,-4.2595415,-15.981724,-6.9560385,21.056545,5.129657,-2.020268,-13.686477,20.665703,-3.5453415,-9.649107,17.079264,-17.379711,-1.1229247,-5.3338585,-7.8585043,-3.5487204,15.090298,10.131469,11.179783,15.185008,1.1993403,-2.02922,18.741968,-10.558074,-14.374387,10.186429,-8.242113,-28.900858,-17.127266,13.676777,9.080304,-1.7632964,-11.610948,-7.3691387
cell_50,-5.2251606,1.361104,-11.605948,-4.716532,-0.6277034,-13.862268,-7.7566533,-4.0403943,-2.116848,2.9421473,-2.7729864,-23.935493,8.6188755,2.1466033,-13.062141,2.021679,9.392439,-14.440407,1.9993645,21.304192,2.6605654,5.472076,-20.614471,17.842346,-14.395164,-12.952096,18.983507,-14.214479,9.663858,-7.077231,-10.472048,2.1216805,13.105624,5.816489,13.01383,14.376235,-0.42330605,-2.6266336,23.317104,-4.865973,-23.42815,7.063194,-6.277181,-18.455702,-14.528878,9.623663,0.059507526,-7.3377137,-13.734794,-6.1463895
cell_51,-8.701452,-3.1539836,-12.094064,-2.5388079,-1.6342366,-7.9430532,-1.8092494,-6.054916,0.5225498,2.7766058,-2.450656,-17.140236,7.3679547,2.7156978,-14.177245,6.096554,6.3441057,-14.807087,-3.9778569,24.207659,5.556126,10.648395,-13.951136,14.366237,-11.785064,-10.75959,16.961597,-13.11622,2.2377799,-6.9444404,-7.415926,1.7246859,10.504629,3.6307628,8.745039,11.075957,-2.5067415,-4.8474193,18.146406,-8.343281,-19.620668,7.090706,-1.1850065,-20.570862,-16.774284,11.643875,8.711369,-5.6906133,-14.616314,-9.851744
cell_52,-4.4657125,-3.4809573,-10.009902,-2.5894802,-4.658503,-13.737451,2.5177433,-9.141999,3.698987,-5.7797065,-5.2955556,-17.434517,4.99035,9.943514,-17.70062,8.492778,9.279207,-13.974673,0.183315,23.539244,3.936172,-3.4974554,-13.151723,22.68362,-18.046713,-15.15595,18.57904,-14.017381,4.055511,-6.821605,-11.605857,3.3233006,13.606805,-2.180334,9.471913,12.906224,-2.1867166,1.9299053,10.713814,-11.680532,-21.06969,11.1831665,-10.845279,-27.297638,-25.002054,16.635523,6.6151485,7.6641955,-13.492265,-7.094223
cell_53,-16.013245,-8.27456,-9.389949,-14.51418,-6.120489,-9.416763,0.5335989,0.21835771,-5.8496895,3.5600848,-2.6673994,-17.062353,1.7059481,5.935563,-24.94754,5.9524813,13.545789,-15.742159,1.8892419,27.990343,1.8071684,-3.2188158,-13.22704,27.600964,-8.417642,-4.3983436,23.171535,-21.000105,-3.4905317,-12.139097,-11.502895,-9.806691,0.5521885,0.72965395,6.230864,23.50444,-2.115769,-8.070194,16.559105,-12.424726,-17.324787,11.802428,-9.104589,-21.227829,-22.495403,14.392253,8.608533,0.99038416,-17.930992,-12.024614
cell_54,-9.109253,-1.8135704,-11.10246,-8.439115,-2.5051455,-5.723179,6.505054,-1.7735844,1.4367533,0.09802858,-3.758597,-19.528429,6.310839,1.5232327,-12.857055,4.4231935,10.93625,-13.161721,7.4988475,20.799234,-0.9668507,7.83384,-20.369911,15.729866,-23.057535,-9.451716,17.700796,-14.792676,1.893808,-12.847375,-5.749503,3.226752,10.742182,0.49267447,12.110039,8.020146,-5.6279716,-3.3814058,22.392794,-10.714308,-16.690874,4.1289186,6.074718,-12.776691,-14.333873,12.482983,2.2397308,-1.1514679,-10.880473,-11.373848
cell_55,-7.235414,2.9292157,-11.749596,1.9073253,5.6656976,-9.398178,1.1044381,-10.136594,0.52866435,3.2779968,-9.469485,-32.749195,7.7248425,4.917138,-14.397873,0.5522722,9.317414,-12.485037,4.4790945,15.835619,0.8996944,8.238921,-9.612174,21.441952,-14.734681,-9.5722065,18.48024,-13.112621,8.911178,-5.7344604,-11.999665,3.587855,13.693961,2.5322783,21.857956,16.107134,-5.0381618,-0.49798116,21.96806,-14.443448,-20.736881,6.70663,2.2080126,-17.98991,-12.355406,1.9212673,1.4369471,-5.090984,-13.569821,0.05271031
cell_56,-10.581078,-6.985688,-16.005758,-2.1200106,0.71831757,-9.796728,-6.097627,-8.650961,4.5868344,1.1015033,0.8928261,-16.832975,11.940508,11.271112,-9.632348,2.563982,-0.64853925,-9.215056,-0.46983287,21.86901,-0.8085242,9.749013,-18.474045,17.73367,-13.473502,-11.866799,21.013744,-13.533035,5.0856247,-4.0417924,-9.351694,-2.892739,14.797589,14.2911415,11.806197,16.86831,1.040726,-1.9079839,22.209234,-2.6519842,-25.01729,8.4559555,-2.0363345,-22.68582,-17.04879,18.095106,5.251887,-5.9804115,-17.776402,-9.665535
cell_57,-2.6502833,-4.9868565,-19.989077,7.277649,15.891236,-13.027652,-0.45680338,-12.761108,1.8359663,8.688697,-13.853734,-19.208729,20.206753,11.486366,-10.226215,2.360841,-1.9395123,-0.7582966,6.2256703,17.109262,6.0362983,14.757026,-8.021785,14.324241,-13.987205,-12.809967,18.482643,-17.462507,14.56699,-3.5753896,-1.4750577,-10.617115,16.762182,10.129115,19.251692,17.812689,5.7952466,-2.2245684,19.584661,-11.265601,-27.86908,7.292186,6.798258,-25.795277,-4.0660267,19.183378,4.2793446,-2.608833,-15.555647,-5.4743433
cell_58,-3.2173462,0.6175072,-7.2552543,-14.492124,-7.3217554,-15.620783,-7.8811502,-1.3099797,-8.201051,1.4458169,2.903904,-27.31193,12.670192,11.919388,-20.967567,2.7968385,7.908776,-29.433695,7.558153,26.587,12.141221,-6.5272865,-15.048477,24.575558,-10.242131,-17.691143,20.565779,-15.942388,0.07861508,-20.10952,-14.314155,1.1130904,17.292904,7.313127,9.654101,18.977922,4.9368305,-12.666583,19.566208,-4.619178,-20.995169,12.569554,-9.97018,-28.44985,-31.127092,2.0338702,-0.2456758,-4.7977653,-14.634119,-7.121022
cell_59,-4.488372,-2.2318418,-7.2977,2.2722578,5.2642207,-15.553639,-4.3151307,-8.413256,2.9047506,4.362682,-14.72875,-17.187424,13.811479,8.921368,-12.291651,1.149823,-2.6038232,-10.301721,4.511774,15.822181,6.3730583,5.5684814,-6.2745857,20.696201,-14.197633,-7.6956573,14.32107,-24.82042,6.679534,-7.1465425,-7.62437,-4.657684,16.07649,6.7471848,11.714452,11.466687,-2.1380773,2.6553733,19.49214,-11.214656,-20.5835,9.158385,-2.5743062,-27.945936,-7.5712523,16.207478,5.7557907,3.9237382,-11.366821,-10.676544
cell_60,-16.281088,-3.480895,-6.577718,-9.297581,-3.7397993,-10.497731,-3.8159373,2.5226517,-5.4348354,2.3520129,-3.408144,-11.707972,7.876564,0.6334667,-20.159431,2.999273,4.274425,-17.914173,1.2774707,18.178623,5.9179974,7.038621,-11.7778425,20.033558,-16.621792,-4.815929,15.183211,-27.912762,-4.724912,-9.967639,-9.208654,0.74213034,4.470483,2.849355,-4.1241,13.751843,-9.844407,-4.4483366,23.37847,-13.227331,-13.082139,7.1594744,-2.562599,-20.065,-13.172476,14.348985,2.598128,2.673989,-19.1575,-13.197117
cell_61,-12.34246,1.5163212,-19.924267,7.173937,7.7104774,-15.503079,-2.6700554,-9.1026,0.22908123,5.3474255,-13.915072,-21.678013,18.360691,8.2901325,-16.621511,-7.8092346,-5.6280346,-7.396076,13.820417,10.772489,2.0896108,13.040384,-7.0878615,23.196308,-18.308554,-11.389114,19.916933,-20.69758,7.9204483,-8.34711,-15.890397,-0.34457526,20.350002,11.250562,15.135764,17.325771,-6.1960955,-3.6895437,23.359964,-16.009687,-24.510464,5.9354615,2.6809096,-25.062405,-8.172873,10.84099,3.4642224,0.80459416,-16.07269,-3.5285885
cell_62,-10.365886,-6.0257955,-11.508981,-4.803503,4.821782,-5.2597837,1.5651196,-4.382174,7.70422,-1.4678713,-2.0960298,-21.371696,5.3570714,10.58395,-12.443472,5.117945,4.9140673,-6.5803914,-2.5580888,20.798496,-1.5739033,-0.94273156,-22.446526,17.890343,-14.596345,-4.2341614,22.055073,-20.123138,0.79367334,-3.0194018,-8.6806555,-0.16280344,9.259746,6.042676,9.757565,10.854827,-6.813156,3.0623765,18.635416,-12.835811,-15.591634,11.14817,-5.576104,-20.993782,-13.902055,21.81935,6.850452,2.3524282,-12.807208,-11.542774
cell_63,-11.047563,-5.857083,-2.649074,-11.753789,-1.7009786,-13.077409,-1.6555905,-1.5248091,-7.131578,2.99859,0.7763792,-18.347626,-0.8645097,-2.741351,-9.979783,15.186742,11.486604,-13.274944,6.152659,20.799265,2.4723632,8.244405,-7.8733597,20.248104,-16.396343,-5.981239,13.766588,-20.80678,-3.1318827,-8.23359,-4.167174,0.9479717,-0.8620113,4.705648,6.757992,13.814351,-2.1818652,3.9647274,19.834349,-7.5247407,-16.394258,8.681705,-0.7370571,-18.060928,-15.5701,11.507392,-2.9169252,-0.7881711,-23.321457,-13.739759
cell_64,-1.9380637,-8.60892,-12.464196,-0.78946525,-2.0727232,-13.698387,-2.7930472,-4.724919,-11.126185,9.480596,-11.368405,-17.094316,5.0008993,-1.5573902,-10.976557,6.629516,3.9266548,-13.624889,6.463689,19.66572,7.210112,14.106788,-10.959525,14.5776,-13.875769,-11.240941,11.956676,-12.810785,6.9925275,-2.3201563,-2.074979,-0.05107425,5.9652743,1.9435828,8.70172,18.758692,2.7089372,2.8744268,20.107351,-13.232892,-20.02712,2.9933715,-3.3856666,-17.783365,-12.337893,12.610301,-1.2651399,-0.03790002,-20.527395,-8.728609
cell_65,-5.400858,0.24034876,-15.103549,2.796612,8.678947,-5.6788964,1.4526274,-0.26000202,2.1470535,5.9999447,-8.632629,-26.235712,7.9303107,1.9546646,-11.968655,6.3337293,5.743179,-10.221275,5.1518154,20.511765,0.934675,11.215596,-15.103353,11.731163,-14.783672,-6.4559774,19.449497,-18.154585,3.7379165,-4.8539515,-2.513392,-3.673148,9.803302,3.473614,19.414278,10.655912,-1.272132,3.488708,18.822498,-12.714682,-18.517288,4.0943108,0.46372467,-19.96423,-1.132525,14.390379,7.2280493,-1.4552535,-10.467313,-10.107522
cell_66,-6.238394,3.1527658,-9.115934,-2.4787955,-7.1232543,-13.127122,-7.135148,-3.2211573,-0.31208944,-3.5134418,-6.8529124,-24.604225,6.0826697,3.7793698,-14.380229,7.9730573,11.456301,-18.600576,7.2608347,24.522038,4.8244996,3.7590268,-11.704546,22.023983,-12.949138,-9.270773,17.32804,-15.2818575,1.3812473,-7.7174153,-6.926738,6.7658987,18.988382,8.530547,8.609068,14.882408,-2.3366344,-1.3353382,19.868496,-1.4293568,-18.206959,7.134132,-4.3102036,-28.0342,-16.140085,6.806767,6.138538,-0.9193378,-15.871144,-14.351113
cell_67,-10.046762,-5.462128,-10.173526,-3.9892495,8.013507,-15.873384,-4.9264045,-14.335833,-2.0638592,8.102235,-4.340296,-23.702003,14.258812,7.0223217,-19.498987,2.6315851,7.3017273,-10.567864,5.342881,19.201899,15.279438,1.4810193,-15.966966,19.436869,-17.47018,-11.521528,13.369116,-22.84906,8.015254,-10.942235,-13.095614,5.481977,11.470107,7.2002783,11.130868,15.247475,-7.60578,-3.2129283,19.744888,-13.45262,-19.846682,12.60929,-3.1236115,-23.211674,-26.664597,12.7364235,-2.747985,-1.4379411,-24.37523,-4.393654
cell_68,-14.838757,-8.4130125,-6.4448004,-13.018472,-6.8192315,-13.676843,0.32409632,-4.6739073,0.4750325,-0.38228133,4.900741,-12.499277,5.319231,4.067823,-15.853522,9.566315,16.127092,-11.482338,-0.95385265,27.330137,-1.0776004,1.8594612,-16.981075,22.723665,-17.0044,-11.182598,19.95456,-18.267635,2.588565,-11.120456,-12.613039,-3.204804,8.194638,4.1175075,4.357227,13.7635975,-5.877711,-6.096006,18.179441,-0.7040062,-22.205032,9.237945,-4.73414,-19.641386,-22.783466,15.84037,6.849255,-1.5586543,-17.1864,-15.983402
cell_69,-11.508547,-7.1816444,-10.873582,-0.17978114,5.3709955,-17.311375,-3.3961318,-13.560381,-1.9574381,7.8198166,-4.7424,-14.913775,10.459363,1.2546183,-12.641254,3.2081068,5.625555,-5.9101367,1.0200473,17.010832,4.9727497,12.902052,-6.686052,21.93892,-15.169647,-15.885949,13.918679,-17.175365,12.413801,-5.5679026,-13.43993,-2.2187412,11.884723,7.245339,11.636725,13.446184,-4.5668063,-2.948004,20.594946,-7.917996,-26.689142,6.2679086,-3.3431149,-21.879236,-12.4492655,10.149372,4.4656982,-3.642586,-18.097683,-8.116307
cell_70,-6.0932918,-2.2286804,-19.246933,5.266178,10.007635,-11.891603,-2.3452218,-8.277997,4.410053,5.617295,-8.519134,-21.159143,15.899951,10.624138,-11.86811,1.1023637,2.7784214,-5.2369285,4.9696565,21.040695,3.7269247,10.447416,-13.327518,15.258518,-13.020366,-9.254105,22.189083,-17.55614,7.1573205,-4.957652,-5.5745215,-5.926432,15.870112,8.940763,16.989836,18.067877,0.28348616,-2.4067624,16.840393,-7.4742517,-26.336397,9.452904,3.9810984,-25.707045,-11.487482,18.212389,7.2260003,-1.0381353,-16.137617,-5.823412
cell_71,-8.340417,-6.673746,-5.7100763,-9.143561,3.0096114,-14.968023,-2.0831907,-9.624321,-1.0152436,5.39894,-3.0416913,-16.537416,7.912549,6.499879,-12.878,6.6406918,9.371833,-8.9810095,8.111195,21.484255,10.752752,-1.2245712,-13.197345,19.38291,-13.667524,-8.694415,14.526804,-20.172518,6.655607,-10.876591,-7.0547776,-1.1644213,10.9016285,8.9948635,7.3720536,10.184635,-1.7385399,-0.32117093,16.03031,-7.1391025,-18.208961,12.845142,-8.657619,-23.13431,-17.192646,15.108083,3.2184758,1.7212946,-14.768607,-16.820486
cell_72,-12.637218,-4.8689585,-1.1302345,-16.870451,-12.162963,-10.342115,-3.406989,-7.626919,-0.076144814,-3.4103649,-6.1371675,-19.443445,-4.911636,3.2031329,-13.29914,3.3683689,17.653154,-16.029497,-6.6158214,23.86063,-6.126591,-0.32957798,-19.373373,33.9441,-11.415054,-6.8428125,18.635256,-13.432499,10.420702,-4.2278185,-8.366567,1.4913993,10.180405,3.3698134,7.5938354,14.03238,-2.51044,-1.4473463,31.647118,-7.2919874,-17.578346,8.523841,-13.196991,-15.364857,-12.620846,11.14367,3.8756945,-7.1319737,-8.438553,-16.581142
cell_73,-8.413774,-5.8692765,-8.27918,-7.4088907,0.5199918,-1.0153549,-1.8108232,-2.3129997,1.5824642,0.94692296,-8.322523,-21.203016,0.17133065,2.2232912,-16.366983,8.173523,10.216169,-12.687542,-0.16129345,19.185844,0.06548661,0.6480631,-15.623029,21.561981,-10.167746,-7.3169994,11.29656,-20.099403,0.20196183,-8.079114,-4.261728,-2.7541718,4.996884,4.2673984,13.102526,17.640953,-3.0402296,3.1213636,21.57004,-12.119702,-12.324872,6.9102974,-4.7117286,-19.827099,-13.62034,9.486263,4.825845,0.35217953,-18.80979,-9.179075
cell_74,-2.629472,-2.4408417,-12.239112,-9.606509,-2.562097,-13.058961,1.7239289,-0.49770564,-2.752053,-0.12108492,-3.8199058,-20.818163,8.649336,6.5158625,-16.933393,2.0655031,9.268917,-13.555923,7.4068627,21.554962,-1.5475591,-2.5709996,-20.14232,21.262838,-17.50114,-13.746631,20.714298,-13.794965,3.1458566,-13.805757,-11.182436,1.0789089,13.252201,-1.2186836,13.024266,15.998477,-1.5143598,-8.822908,16.675684,-9.184507,-19.820635,6.4653263,-2.3246043,-19.169645,-22.260109,11.19753,-0.14985827,0.7563808,-12.936639,-4.0361357
cell_75,-11.420611,-7.30669,-10.081804,-5.1462784,5.7258244,-5.510186,-1.7009988,-7.925605,3.421237,1.4008741,0.47858799,-21.00625,8.237046,6.992224,-7.9011364,8.535636,12.085456,-8.344792,-0.2535271,19.957527,0.022357589,7.230271,-18.07147,18.136898,-11.978567,-8.326086,15.651207,-18.058535,4.2862544,-3.6687732,-4.403188,2.5203278,15.477753,12.405944,6.9211884,12.44443,-7.2063756,-2.5067272,26.283468,-2.4236102,-14.808143,4.766412,1.2961315,-21.112537,-11.250205,11.319631,4.0959487,-4.023059,-19.279615,-15.005433
cell_76,-12.601724,-0.1678853,-6.266992,-6.830616,-0.51138335,-18.077803,-6.7275996,0.21713907,-6.123722,6.142977,-4.548219,-21.311485,-1.0906868,-8.237464,-15.418798,11.059633,13.037723,-14.634386,7.3983035,23.326546,2.6921976,5.1881733,-11.597986,22.565437,-11.263636,-3.7136798,17.501696,-25.124743,0.06355777,-8.497718,-11.780262,5.1965327,5.801592,5.3483777,6.486167,10.398178,-6.9900403,1.5250531,19.108753,-9.132746,-16.361347,6.2454424,-15.087916,-24.668833,-10.352886,10.037037,5.943263,-1.1213098,-20.450054,-17.234983
cell_77,-7.666572,-3.819664,-20.813154,0.5343017,17.355877,-3.314725,-4.6851406,-8.481993,7.8072414,6.821508,-2.6567907,-22.52755,16.108082,10.549814,-12.160353,0.45376214,-0.044476327,-2.2327065,-1.2166295,20.65894,5.8207684,6.690269,-23.345797,9.754805,-9.711203,-10.175128,21.819181,-19.336088,8.635595,-5.7912574,-6.1590586,-8.754769,12.817481,14.328025,18.565308,13.549022,0.33286825,-2.1712599,20.021957,-9.485547,-23.703527,12.22023,-1.6730287,-22.766253,-8.215366,18.77644,8.814359,-6.6372647,-12.816704,-7.6990128
cell_78,-7.9306307,-6.9840226,-14.635802,-0.85304934,7.3268223,-9.225246,-2.3057044,-8.179012,3.160267,5.039988,-6.409239,-17.266031,14.368121,9.138306,-11.297348,3.2546606,1.4926623,-5.751886,4.1075907,18.988321,0.7364466,8.231731,-15.028446,17.504652,-13.342411,-11.3363495,17.624191,-20.119171,7.102649,-8.444488,-7.6474447,-8.247556,14.926313,11.671464,13.684844,14.855826,-1.3179343,-1.9184065,21.172857,-6.541492,-22.43247,7.323475,1.1356335,-23.008429,-10.2422905,16.185583,6.701346,-1.9853405,-15.042214,-11.394794
cell_79,-15.2654085,1.832126,-11.244179,-16.197388,-1.0952518,-17.799976,-5.174915,-9.1254225,-13.658485,10.913355,-1.4416258,-25.84495,18.486876,-0.84716606,-21.358131,-3.1494024,24.653547,-18.14909,17.484402,24.481949,14.302696,10.601761,-19.83771,22.315664,-22.130789,-14.682181,20.415289,-17.209433,18.473434,-19.942167,-11.108743,-3.0326612,14.052908,7.570608,10.303636,21.42555,-1.6372133,-19.19556,35.463356,-0.5712505,-28.609482,5.8372335,8.322153,-9.998823,-19.125233,-0.6548119,-7.3094,-14.4932785,-17.179583,-9.478804
cell_80,-5.7965007,0.32716113,-6.894909,-5.269193,-1.367992,-8.781821,-3.1300287,0.17231472,-0.8341795,-0.25166225,-7.424035,-18.126554,5.786548,2.479663,-14.810362,7.481192,5.2190676,-15.632303,3.482579,18.128038,4.8837905,1.675956,-12.290677,18.19527,-14.104629,-6.2362213,12.573698,-21.223204,-5.471685,-10.685528,-5.7949705,2.3366644,8.433787,1.5587598,6.9631906,9.972671,-5.198996,-1.7719928,18.203733,-10.674846,-11.354098,7.5402303,0.063812524,-22.421017,-15.437553,11.650328,2.3217304,2.940458,-14.291167,-8.377236
cell_81,-7.1481667,-1.799878,-9.066598,-0.2210667,3.5788965,-7.3700805,-2.685837,-4.844482,7.3875914,2.190567,-4.8080597,-24.031927,7.7969284,7.830851,-8.299026,5.150616,6.6085567,-9.465347,-0.25728405,19.59891,-1.6787556,7.932211,-17.029837,15.915638,-14.867039,-6.0877132,16.274988,-16.041834,6.2268243,-2.6671877,-3.0556345,-0.98415214,11.3032255,7.0903387,18.280241,13.586874,-0.27103725,5.4219823,22.961065,-4.8085394,-19.609957,6.2650547,2.8650658,-18.179367,-9.973199,16.470314,1.7121935,-5.0353303,-15.965133,-7.483597
cell_82,-2.8500054,2.0405653,-13.6675825,-1.5605482,8.462892,-10.678268,-5.117181,-3.4672554,2.469955,3.3052344,-7.2128325,-22.236187,13.250611,7.31094,-9.431248,0.017731842,-2.0605996,-9.7950325,7.4007926,15.42592,-1.1736859,7.4249005,-14.098456,15.994451,-13.425544,-10.405622,19.975899,-19.376085,6.5056725,-9.917786,-7.814277,-6.776561,14.446466,10.20233,18.05679,14.73625,2.509702,0.36290315,20.21218,-7.952938,-23.893156,9.581223,-1.183764,-22.351486,-5.9923496,11.1713505,2.9390862,-3.045647,-10.847376,-6.6542826
cell_83,-9.722046,-5.107222,-10.273198,-8.027589,7.2472806,-2.041506,-1.3650222,-7.253877,6.690142,1.7721665,-4.682905,-22.462452,10.318774,10.495443,-12.468406,2.130161,8.735006,-9.708575,-2.772563,17.503424,0.6239667,3.7817636,-22.434637,19.760574,-14.266366,-9.1253195,15.069284,-22.185122,5.6740804,-9.093746,-4.335939,-2.7313154,12.2275505,9.194083,11.957533,16.49107,-5.595513,-1.2783887,28.204176,-10.017799,-16.958332,11.295759,4.230709,-18.684107,-14.690133,13.99862,1.669917,-3.3952925,-17.901964,-8.7408695
cell_84,-6.0520906,-3.497655,-6.889887,-6.1976423,-2.0803235,-4.0600705,-1.4657924,-2.149197,3.6867194,-5.0736814,-2.7105446,-17.445925,3.911382,5.343854,-11.035871,10.125867,6.066629,-15.420515,-2.0716715,20.615095,3.2987113,3.1789508,-14.187033,16.866524,-14.047959,-8.133224,14.265802,-18.167152,-3.7936602,-6.259319,-2.7893078,3.7909992,11.1951,5.1621747,4.340147,9.422641,-4.194009,0.8702272,18.609587,-7.3024187,-12.74757,7.8502812,-1.728251,-23.958805,-14.166281,12.384778,6.332718,2.6909719,-13.646276,-13.681839
cell_85,-7.6725903,-1.167933,-2.7331848,-7.9842844,-2.514868,-5.010536,0.95112395,-1.5001969,0.5973393,-1.6025889,-6.990357,-24.98595,2.0760777,5.2159996,-15.550081,7.949266,12.7963915,-19.367144,-1.1985054,19.84373,3.661059,2.0141377,-8.460529,24.317932,-11.853585,-7.2231894,13.408063,-18.158815,-0.8695819,-7.6331415,-3.443204,2.46195,11.429458,1.1879704,8.508166,13.602974,-5.3155036,-1.778486,21.860203,-10.821895,-11.61814,7.791817,-0.77037543,-23.20047,-11.579777,4.789817,5.6247616,1.2096828,-12.421748,-12.751435
cell_86,-9.487546,-2.4605882,-9.601331,-2.0394926,-0.90068376,-7.651474,-2.8419082,-4.3539324,4.9852834,-0.36163038,-4.6251154,-17.642746,9.170348,9.920255,-11.137705,7.3702188,3.5821323,-11.728779,0.14115044,22.16069,3.4991472,8.085674,-11.414555,15.597985,-13.037613,-3.5931795,18.03286,-16.708242,0.64241534,-3.4917688,-1.6380798,-4.021859,10.37623,8.51398,8.725654,14.708468,1.2319425,0.623977,19.222794,-4.6702986,-18.33671,9.478518,3.0283642,-22.562727,-11.689801,18.364286,6.341121,-1.9962263,-14.879317,-12.772757
